sku,name,supplier,replacement_sku,is_exchange
041309229,מוט הידוק למצבר תא זיווד,,,לא
041309237,פס מחזיק מצברים,,,לא
041309270,דלת לשקע התנעה כנף ימין,,,כן
041309342,דלת לקופסה ימין אחורי,,,לא
041309687,ידית לדלת של הכיבוי אש,,,לא
041309997,"התקן להגנת ידיים - מכלל שו""ש",,,לא
041310146,מכסה זווד אחורי ימין,,,כן
041310200,תותב לציר ידית תאי זווד,,,לא
041310219,דיסקית ידית תא זיווד,,,לא
041310243,לשונית לתא זיווד קדמי + תא מצברים,,,לא
041310251,מזלג לידית מכסה תאי זיווד,,,לא
041310260,ידית למכסה תאי זיווד,,,לא
041310324,קפיץ עליון ידית מכסה זווד,,,לא
041310332,קפיץ אמצעי ידית מכסה,,,לא
041310340,קפיץ תחתון ידית מכסה זווד,,,לא
041310383,פין לידית מכסה תא זיווד,,,לא
041310391,אטם מכסים לתאי זיווד,,,לא
041311509,צלב ספרי ארוך שמאל-פלנטרי,,,לא
041311517,צלב ספרי קצר ימין-פלנטרי,,,לא
041312114,אטם למתאם גלאי אבק מדחס טורבו,,,לא
041312122,אטם צינור יניקת אויר צד ימין,,,לא
041312130,אטם צנרת יניקת אוויר שמאל,,,לא
041312181,צינור גמיש מערכת יניקה,,,לא
041312190,אטם למוביל,,,לא
041312254,אום בית מכלל ( אום למהדק ),,,לא
041313072,פקק לפתח משאבת פינוי - משוש 73,,,לא
041313110,קרב סינון מסנן אוויר,,,לא
041313501,דלתא הידוק מסנן אוויר,,,לא
041313554,בורג הידוק דלת מסנן,,,לא
041313560,אטם דלת קירבי סינון מסנן,,,לא
041313579,שרוול מדורג למפוח,,,לא
041314060,חבק חיצוני למיכל דלק,,,לא
041314206,"תושבת,רכיבי רכב,רגל 1 לפרגולה,סימן 3",,,כן
041314214,"תושבת,רכיבי רכב,רגל 2 פרגולה,סימן 3",,,כן
041314222,"תושבת,רכיבי רכב,רגל 3 פרגולה,סימן 3",,,כן
041314230,"תושבת,רכיבי רכב,רגל 4 פרגולה,סימן 3",,,כן
041314249,"תושבת,רכיבי רכב,מתאם לרגל 1 לפרגולה,ס 3",,,כן
041314257,"תושבת,רכיבי רכב,מתאם לרגל 2 לפרגולה,סימן",,,כן
041314265,"תושבת,רכיבי רכב,מתאם לרגל 3 לפרגולה,ס 3",,,כן
041314273,"תושבת,רכיבי רכב,מתאם לרגל 4 לפרגולה,ס 3",,,כן
041314508,פנס קידמי מכלל,,,לא
041317019,משאבת דלק חשמלי,,,לא
041317257,כיסא נהג מכלל,,,כן
041317507,ארגז רימונים מודולרי בז,,,לא
041319020,צינור סעפת למיכל קידמי ימין,,,לא
041319038,צינור סעפת למיכל קידמי,,,לא
041319127,צינור עודפים 2 - ריצפת תא מנוע,,,לא
041319216,צינור סעפת/מ.אחוריים שמאל,,,לא
041319224,צינור עודפים שמ' 2 מחיצה תלת,,,לא
041319232,צינור סעפת מיכלים אחוריים ימ***,,,לא
041319240,צינור עודפים ימ' 2 מחיצה תלת,,,לא
041319453,צינור משאבה,,,לא
041319640,חיבור מהיר דלק זכר,,,לא
041319658,חיבור מהיר דלק זנרבה,,,לא
041321016,צינור שמן בלם ממשאבה לקיר,,,לא
041321024,צינור גמיש לכוסית שמן בלם,,,כן
041321032,מתאם מיתגי לחץ מע' בלם,,,לא
041321385,צנור שמן בלם תא מנוע,,,לא
041321709,משאבת בלם - דור ג,,,כן
041321725,מתג בלם,,,כן
041321741,פקק למיכל נוזל בלם שוש 793,,,לא
041321903,הגבה למכסה מכלל שמן,,,לא
041321989,מחבר מהיר זכר 1/4,,,לא
041321997,מחבר מהיר נקבה משוש 884,,,לא
041322101,פין למהפך היגוי,,,לא
041324350,מגרד בוץ לתוף מניע,,,לא
041324376,בורג חיבור,,,לא
041324929,הניע סופי פלנטרי,,,לא
041325054,טבעת חיבור מהיר לצלבים ספריי,,,לא
041326000,"גלגל מניע מכלל סימן 2,3,נמר",,,לא
041326034,פחית אבטחה לתוף מניע,,,לא
041326042,פחית אבטחה לזר מניע,,,לא
041326719,בורג לסיפון ממוגן,,,לא
041327022,"גלגל מתח סימן 3,4,נמר",,,לא
041327030,"ארכובה מתיחה ""למד"" לגלגל מתח",,,לא
041327081,מיסב פנימי גלגל מתח,,,לא
041327103,קאטרפילר,,,לא
041327120,פחית אבטחה לאום סרן גלגל מתח,,,לא
041327138,אום סרן גלגל מתח,,,לא
041327146,אום מתיחה ימין מנגנון מתח,,,לא
041327197,בורג מתח ימין,,,לא
041327200,בורג מתח זחל שמאל מנגנון מתח זחל,,,לא
041327251,אטם ״O” 139,,,לא
041327286,מיסב גלילי קוני פנימי,,,לא
041327359,צינור קשיח שמאל - מנגנון מתח זחל,,,כן
041327367,משאבת מתח זחל ימין,,,כן
041327375,משאבת מתח זחל שמאל,,,לא
041327413,בוכנה ימין למנגנון מתח זחל,,,לא
041327421,בוכנה ימין למנגנון מתח זחל,,,כן
041327502,"אטם ""O"" למכסי טבור גץמרכוב\מתח",,,לא
041327910,בורג למשאבת מתח זחל,,,לא
041328029,פין זחל חלול ס'-3,,,כן
041328126,"טבעת לחולית זחל ס' 3,4",,,לא
041328169,חוליות זחל מרכבה ס'3 כבדה,,,כן
041331003,גלגל תמך כפול קדמי - מכלל,,,כן
041331011,גלגל תמך כפול אחורי - מכלל,,,כן
041331020,גלגל תמך כפול שמאלי מיכלל,,,לא
041331097,גלגל תמך בודד,,,כן
041331135,פחית אבטחה לגלגל משוש 482,,,לא
041333006,מתלה ג.מרכוב מכלל שמ' עם מרס,,,לא
041333014,מתלה ג.מרכוב מכלל ימ' עם מרס,,,כן
041333030,בורג חיבור 1-1/8,,,לא
041333049,"בורג תליה ערכת קפיצים מזקו""מ",,,לא
041333235,פחית אבטחה שניה (חיצונית),,,לא
041333448,"אטם 315 ""O""",,,לא
041333456,ערכת אטימה טבור גלגל מרכוב,,,לא
041333499,טבעת מבוך,,,לא
041333502,טבעת עטימה,,,לא
041333510,פחית אבטחה למכסה טבור ג.מרכוב,,,לא
041333553,מכסה טבור גלגל מרכוב,,,לא
041333561,פקק מילוי ובדיקת שמן,,,לא
041333715,פחית אבטחה מתלה גלגל מרכוב,,,לא
041333740,בורג חיבור מכסה לטבור,,,לא
041334002,דיסקית בלויל,,,לא
041334550,"גובל הנמוכה משופר לתותח ס' 3,4",,,לא
041335009,קופסת פיקוד למערכת כיבוי אש - תא צוות,,,לא
041335025,לוח פיקוד כיבוי אש תא מנוע,,,לא
041336110,כבל חיבור מערזים,,,לא
041336234,קפיץ מחזיר מארז עומד,,,לא
041336340,מכסה מגן למיכל מים,,,לא
041337028,בית מיסבים,,,לא
041337117,מושב כיסא נהג לרכש,,,כן
041337125,משאנת גב כיסא נהג,,,לא
041337265,כיסוי מושב כיסא נהג,,,לא
041337338,מושב נהג,,,לא
041341190,תושבת תיבת אלקטרוניקה טינו,,,לא
041342820,תיבת אלקטרוניקה טינו דור ה,,,כן
041342838,צינור שמן ימין לממסרת מ.צר,,,לא
041342846,צינור שמן ימין מנוע צר משוש 678,,,לא
041342854,צינור שמן שמאל מנוע צר משוש 678,,,לא
041343117,"מד לחץ אנלוגי 0-8; מיליבאר אב""כ",,,לא
041345306,מזלג לפין תמך כסא תותחן בז,,,לא
041345586,מושב כסא תותחן - לרכש,,,לא
041345675,קפיץ,,,לא
041347058,דיסקה לברגי הידוק סיפון,,,לא
041347600,ניפל זכר נקבה משבאת מתח זחל,,,לא
041350881,מתנע למנוע,,,לא
041351110,משנת לכיסה מפקד,,,לא
041352000,פחית לאטם-תושבת מקלע באצילים,,,לא
041352108,מגבר הספק סימן 3 דור ב,,,לא
041352736,קפיץ לידית דלת טיפולים,,,לא
041352862,צינור שמן שמאל מנוע צר משוש 678,,,לא
041353015,מכסה פרסקופ נהג,,,לא
041353023,בית פריסקופ אמצעי מכלל,,,כן
041353074,תפס אפיסקופ,,,לא
041354070,משענת גב לכיסא טען,,,לא
041354160,מנגנון נעילה,,041354208,לא
041354623,מגן ברך מפקד,,,לא
041354712,אום כיונון קפיץ מגן ברך מפקד,,,לא
041355000,מיכל חרטום שמאל,,,לא
041357223,סמך תליה אמצע,,,לא
041357410,סמך מכלל אמצעי סימן 3 בז,,,לא
041357428,סמך אחורי שמאלי לסימן 3 בז,,,לא
041357436,סמך אחורי ימין לסימן 3 בז,,,לא
041357444,אום אבטחה לבורג בזוקה,,,לא
041358254,בורג ראש שטוח למודול מיגון,,,לא
041359005,יח' גירו צריח,,,לא
041359021,ג'יירו תותח,,,לא
041359102,"ניצרת ביטחון ""כח""",,,לא
041359129,מנוע צידוד - מע' כח,,,כן
041359196,ריתמה 431-כוח CEU,,,לא
041359200,רתמה 433 כוח,,,לא
041359277,מדיד מצב,,,לא
041359285,"הינע צידוד ידני ""כח"" סימן 3",,,כן
041359293,הינע הגבהה ידני משופר כח,,,כן
041359307,בקר מפקד - כוח,,,לא
041359471,"ציר קרדני הגבהה - ""כח""",,,לא
041359587,מנוע הכבהה - כח,,,לא
041359617,"ממסרת צידוד כח , מכלל, ס' 3",,,כן
041359641,"ציר קרדני צידוד מע' ""כח""",,,לא
041359684,"כובע גומי לתותב הידוק ממ. ""כח""",,,לא
041359757,דסקת לחץ חיבור ממסרת,,,לא
041359811,מצמד גל גמיש,,,לא
041360062,מצמד מכלל,,,לא
041362049,דיסקה לדירגל תותח,,,לא
041362626,"מתג מאיץ חדש לסימן 2,3,נמר",,,לא
041362847,מגן בוכנת מאיץ,,,לא
041363681,"בסיס""ח-""ריצפה קידמית תה לחימה",,,לא
041364025,ממסר השהיה 60/10 שניות,,,לא
041365714,רפידת משאנת חזה,,,לא
041366141,מארז אופקי אטום ארוך,,,לא
041366508,מארז פצמר 3 חצב,,,לא
041367334,לוח נהג סימן 3,,,כן
041368101,ציר למיסב קצה מוט-דלת אחורית,,,לא
041368276,מיסב קצה מוט לדלת אחורית,,,כן
041368640,דיסקית נעילה 7mb skf,,,לא
041370521,יחידת מחשב ובקרה - כח בז,,,לא
041370548,בקר תותחן,,,לא
041370602,תיבת מתגי תותחן - כח/כחבז,,,לא
041371056,וו חיבור לסל תובה,,,לא
041371080,שרשרת חיבור - מכלל בסל תובה,,,לא
041371153,טבעת עגולה סל תובה,,,לא
041371218,סל תובה שמאל מכלל,,,לא
041371226,סל תובה ימין מכלל,,,כן
041371625,מכסה מילוי דלק,,,כן
041371633,"גריל דלת חצוי בז סיפון בט""ש",,,לא
041373261,מגן רתמות,,,לא
041373270,זרוע תמיכה לארגז תורן צריח,,,לא
041374381,"אטם ""O"" שסתום ריקון לחימה",,,לא
041375256,קפיץ בלימה למארז תורן,,,לא
041376007,תיבת נפעלה עשן מידי,,,לא
041377135,דיסקה מנגנון מדף מפקד,,,לא
041377445,מנגנון מדף מפקד ס' 3,,,כן
041378123,מטאף סובב צריח ( קולקטור ) משופר,,,לא
041380004,רתמה מתאמת למאוורר תותחן,,,לא
041381035,קפיץ מחזיר לנעילת דלת אחורית,,,לא
041381744,מרווח למגן רתמות,,,לא
041382422,מחבר ער 482,,,לא
041382902,ממסר הארקה למרכבה ס' 3,,,לא
041383054,תיבת נצרת צידוד והגבהה מגנטית,,,לא
041383070,מאוורר צוות צנטריפוגלי אפור,,,לא
041383239,פין דלת ממסרת,,,לא
041383321,"רתמה PTT 635 מע ""כח""",,,לא
041383445,כבל בין מצברים (377),,,לא
041383518,מעבר קיר תובה,,,לא
041383526,"כבל קשר למס""צ -328",,,לא
041383593,תיבת הזנה צריח-הרכבה סימן 3,,,כן
041384182,מחוש דלק אחורי מרכבה,,,לא
041384670,שעון שעמ תובה,,,כן
041384697,פתיל הזנה,,,לא
041384700,רתמת 321,,,לא
041384751,תיבת הסתעפות קשר תובה,,,כן
041385014,מתאם מסנן אויר/בורר כניסת אויר,,,לא
041386673,רתמה חשמלית תיבת סעפת 399E,,,לא
041386703,תיבת הסתעפות דור ג',,,לא
041386738,רתמה - 364 רתמת מעבר קיר ממסרת,,,לא
041386789,תיבת הזנה לבז,,,לא
041386940,רתמת מאוורר נהג,,,לא
041390832,רתמה ניתוק מיכל כיבוי אש הער,,,לא
041392142,בורג חף לפגוש הידראולי 190,,,לא
041392150,אום לפגוש גידראולי,,,לא
041392304,"אום לפגוש הדראולי 140 מ""מ",,,לא
041393009,טבור גלגל מרכוב שמאל עם קסוו,,,לא
041393017,טבור גלגל מרכוב ימין עם קסוו,,,לא
041393025,מיסב פנימי טבור גלגל מרכוב,,,לא
041394846,תיבת הזנה כיס צריח-מטנק 101 **,,,לא
041394870,רתמת פקוד 684-בז עם מא **,,,לא
041394889,רגש טמפ במערכת מיזוג אוויר **,,,לא
041394935,צינור מזגן נהג אישי,,,לא
041394943,צינור גמיש תותחן למ''א-הרכבה,,,לא
041394951,צינור גמיש מפקד/טען-מיזוג,,,לא
041397110,בסיס שסתום ראשי מיסוך עשן,,,כן
041397144,שסתום חד כיווני למיסוך עשן,,,כן
041397365,קפיץ לברז מיסוך עשן,,,לא
041397373,ברז כדורי למיסוך עשן,,,לא
041397594,שינן לאלטרנטור לורד,,,לא
041397942,שסתום אל הוזר מע' דלק שוש,,,לא
041398981,קרב מסנן דלק ראשי,,,כן
041399066,קרב מפריד מים,,,לא
041399236,ערכת מסנן שמן,,,לא
041399317,"תיבת חימום קדם הרכבה שו""ש",,,לא
041399503,לוח מפקד - מיזוג,,,כן
041399872,נורית אזהרה ראשית - מוסבת,,,לא
041402563,התקן לטף,,,לא
041420006,נשם מיכל דלק מרכבה,,,לא
041426047,בורג לחיבור זר מניע,,,לא
041429003,"גלגל מרכוב מחוזק ס'3,4 ונמר",,,כן
041431008,גלגל תמך בודד - משופר,,,כן
041431105,חישוק גלגל תמך כפול מגופר**,,,לא
041447761,בוכנה מכלל מתח זחל שמאל,,,כן
041447788,משאבת מתח זחל ימין,,,לא
041447796,משאבת מתח זחל שמאל,,,לא
041450002,מדף דו צירי,,,לא
041450142,פין מדף נהג,,,לא
0416-23390,כנף קדמית מתקפלת ימין,,,כן
041600098,רתמת מתאמת פיקוד מנוע,,,לא
041601035,מחבר ניתוק מהיר מכלל ס'3 ונמר,,,לא
041619589,דסקית בלויל,,,לא
041627930,תיבת אלקטרוניקה לבקרת ממסרת,,,לא
041800780,קנה טבילה (מדיד שמן),,,לא
041806176,צינור זוית משאבת פינוי,,,לא
041807350,נתיך,,011528473,לא
041807385,חבק לצינור אבק,,,לא
041807970,צינור גומי מפוח מרכבה,,,לא
041828145,מהדק לצנרת פליטה קדמית,,,לא
043470001,בקר תותחן משופר,,,לא
060003025,טבעת גומי בין חלקי חשוק ד.חדש (אושקוש),,,לא
060003084,שסתום אויר מיוחד טאטרה,,,לא
060003157,טבעת גומי שסתום אויר טאטרה,,,לא
060003807,שסתום אופן אושקוק,,,לא
060004315,טבעת אטימה אופן FMTV,,,לא
060036020,גלגל אבוב,,,לא
060036098,פנימית גלגל,,,לא
060046336,גומיה ביו חישוקים המר A2,,,לא
061000585,אלטרנטור 24V אדום,,,לא
061000593,אלטרנטור להאמר,,,לא
061301500,נורת בננה 12V לבן,,,לא
061303029,נורת הלוגן 70W\24V + חוט,,,לא
061304029,נורת הלוגן לקוזק 24V/70W + חוט,,,לא
061304100,פנס אסימטרי 7 אוניברסלי,,,לא
061306234,נורה 24W\10V מגע לטנקים,,,לא
061316833,נורה 25W\24V בלם,,,לא
061318291,נורת מחוון 1W\24V,,,לא
061320008,שקע נורה קדמית כללי,,,לא
061328556,פנס קדמי קטן מכלל גיפ,,,כן
061328750,פנס איתות כתום דופן אחורי A1,,,לא
061328823,פנס ראשי+סילוב M151+ראו+המר,,,לא
061334831,נורת בננה 24V,,,לא
061340262,נורת הלוגן P45T 55/50W24V,,,לא
061343938,טבעת אטימה מכסה פנס אטום,,,לא
061362029,פנס צהוב תאורה ללוח מחוונים,,,לא
061500634,ווסת אלק לאלטרנטור אדום 585,,,לא
061650601,נתיך (26 יעוץ) חצי אוטו 10A אטו,,,לא
061761209,צנור בידוד מתכווץ 3/4,,,לא
061761519,נעל כבל,,,לא
061761535,"נעל כבל פת 1.5-25.5 ממ""ר ב6.3",,,לא
061761748,"מקשר מוליך 3-6 ממ""ר צהוב",,,לא
061771050,נעל כבל מצבר חיובי,,,לא
061771182,נעל כבל למצבר חיובי,,,לא
061771204,נעל כבל למצבר שלילי,,,לא
061779450,"שרוול לחיצה 4.3 ממ ""רייקם""",,,לא
061803017,צינור מתכווץ בחום דביק 1/4,,,לא
062700912,רצועה אלטרנטור,,,לא
062700963,רצועה ז 11.3*940 להנעת מש,,,לא
062711213,"רצועה טריזית ז 12.5*1200 מ""מ",,,לא
062711353,רצועה 1350*12.5 הנעת אלטרנטור,,,לא
062711655,רצועה 12.5*1650 אלטרנטור רקמ,,,לא
062711876,"רצועה ז 1875*12.5 מכלת דלק,נגמ",,,לא
062780819,זוג רצועות משאבת מים הגה כוח האמר A1,,,לא
062791055,רצועה ז מאוורר ריו 3/4 X40.73,,,לא
062799870,רצועה ב 4X43.375 מש מים,,,לא
062811536,פיטמה סיכה זווית,,,לא
062813458,פטמת סכה הדראולית,,,לא
062832126,צמיד עם בורג,,,לא
062832240,צמיד עם בורג,,,לא
062847638,מגב שמשה חלון האמר,,,לא
062912154,מח ברך 90 מח פנ 1/8 חצ צנ 5/16,,,לא
063601497,צינור גמיש שמן/דלק 5/16,,,לא
066054551,מיסב קוני מ.מתח פומה/ מרכבה,,,לא
066062864,קסוות מסב דגם 39520 שמוש כלל,,,כן
066063810,קסווה למ.מתח,,,לא
067055500,זרנוק בלם מעל ס קדמי 5 טון,,,לא
067055519,זרנוק בלם קדמי ימין שמאל 5/5,,,לא
067055535,זרנוק בלם סרן אמצעי אחורי 5,,,לא
067056728,אטם נחושת למשאבת אופן קדמי אחורי,,,לא
067058569,בורג חלול למש בלם ראשית ריאו,,,לא
067538935,ניפל לצינור בבלם לקליפר A2,,,לא
067551125,תותב חיצוני לצנור נילון 3/8,,,לא
067551427,צינור נילון לבלמי אויר 3/8,,,לא
100090120,"יח""ב בז אחודה",,,לא
100090139,"צג תותחן / מפקד לבק""ש ס4",,,כן
100099098,"מד נתיע דינמי לבק""ש בז",,,לא
100099101,זיז יחוס,,,לא
100099209,"ברך מג""ב",,,כן
100099217,"תיבת אלקטרוניקה למג""ב",,,לא
100099322,"יע""א בז עם כוונת מפקד",,,לא
100099349,"ישל""ט תותחן/מפקד ל- ""בז-3""",,,לא
100099357,כוונת מפקד,,,לא
100099390,ברך יום כוונת מפקד בז,,,לא
100099756,מתנד כלנית,,,לא
100099870,"יחש""ר ליח""ב בז אחודה",,,לא
113511222,קפיץ בורג קת לגליל אר.קצ ונגב,,,לא
113511257,פין מחבר קת לגליל ונגב,,,לא
113511311,דסקת ציר לקת גליל/ מיני/ נגב,,,לא
113511320,ציר חבור קת לגליל ונגב,,,לא
113512504,ידית דריכה מכלל מ-16 ארוך/ קצר,,,לא
113512610,"סתרשף לרוס""ר מ-16 ארוך/ קצר",,,לא
113512628,דסקית אב סתרשף למ-16 ארוך/קצר,,,לא
113512709,צינורית גזים לM16 ארוך,,,לא
113512776,כוונת יום קדמית M16,,,לא
113512784,טובלן כוונת יום קדמית M16,,,לא
113512792,קפיץ טובלן כוונת קדמית מ16 קצר,,,לא
113512865,אום מצמדת מתפס מ-16 ארוך/קצר,,,לא
113512903,ציר תריס הפלטה למ-16 ארו/קצר,,,לא
113512920,קפיץ תריס הפלטה למ-16 ארוך/קצר,,,לא
113512938,תריס הפלטה מכלל מ-16 ארו/קצ,,,לא
113513136,מנוף עזר לנעילה תתמכלל מ16 אק,,,לא
113513209,פין הנוקר,,,לא
113513217,"נוקר לרוס""ר M16",,,לא
113513225,"מוביל בריח לרוס""ר מ16 ארוך/קצר",,,לא
113513250,בריח מכלל רוסר מ-16 ארו/קצר,,,כן
113513268,"פין מקור רוס""ר מ-16 ארוך/קצר",,,לא
113513276,"מחלץ לרוס""ר מ-16 ארוך/קצר",,,לא
113513292,מפלט לרוסר מ16 ארוך/קצר,,,לא
113513306,קפיץ מפלט/טובלן מחלף נצרה מ-16,,,לא
113513314,טבעת אטימת בריח למ16 ארוך/קצר,,,לא
113513357,מחלק מכלל מ-16 ארוך/קצר,,,לא
113513411,"קת משופרת מכלל רוס""ר מ16 ארוך",,,לא
113513454,בורג ידית אחיזה למ-16 ארוך/קצר,,,לא
113513462,ידית אחיזה לרוסר מ-16 ארוך/קצר,,,לא
113513470,טובלן מחלף ניצרה למ16 ארוך/קצר,,,לא
113513519,בורג עליון לקת(ישנה) מ-16 ארוך,,,לא
113513527,בורג עקב קת תחתון M16 ארוך,,,לא
113513535,חח רצועה אחורית מ-16 ארוך,,,לא
113513578,תריס מתמורת מכלל עקב קת מ-16 ארוך,,,לא
113513608,מתפס חצי עגול מ-16 ארוך,,,לא
113513713,"קפיץ מחזיר לרוס""ר מ-16 ארוך",,,לא
113513730,עצר סרן קפיץ מחזיר למ-16 ארוך,,,לא
113513748,קפיץ עצר סרן קפיץ מחזיר מ16 אר,,,לא
113513772,"קפיץ פטיש רוס""ר מ-16 ארוך קצר",,,לא
113513780,"פטיש מכלל רוס""ר מ-16 ארוך קצר",,,לא
113513799,ציר פטיש והדק למ-16 ארוך קצר,,,לא
113513837,מפסק קשר מ-16 ארוך/קצר,,,לא
113513845,"הדק לרוס""ר מ-16 ארוך קצר",,,לא
113513861,קפיץ מפסק קשר M-16 ארוך בלבד,,,לא
113513900,תפס מחסנית M16 ארוך קצר,,,לא
113513985,דסקת אב בורג ידית אחיזה מ16 קצר,,,לא
113514132,בלם M4,,,לא
113514183,"תפס קת לרוס""ר מ-16 קצר",,,לא
113514191,צינורית גזים לרוסר מ-16 קצר,,,לא
113514221,"קפיץ מחזיר לתמ""ק מ-16 קצר",,,לא
113514264,"קת רוס""ר M16 קצר",,,לא
11351432,בלם M-4,,,לא
113514604,מתפס קצר M-16 סט משופר מכלל,,,לא
113514698,קפיץ מחלץ משופר M-4 M16,,,לא
113515147,מפצה סטיה A-3 M-16,,,לא
113750880,"אום כונת אחורי, מתפס עוזי/ נגב",,,לא
113753366,קפיץ עצר דרוך לעוזי ומקלע נגב,,,לא
121500108,מסמרת גשר קדמית לנגב,,,לא
121500116,גשר לנגב,,,לא
121500132,קפיץ תפס קנה למקלע קל נגב,,,לא
121500140,פין עזר תפס קנה למקלע קל נגב,,,לא
121500167,ציר אבטחת קנה למקלע נגב,,,לא
121500175,קפיץ אבטחת קנה למקלע קל נגב,,,לא
121500183,מסמרת גשר אחורית לנגב,,,לא
121500205,מפלט למקלע קל נגב (H-1),,,לא
121500213,מכסה מפלט משופר לנגב,,,לא
121500221,קפיץ מפלט למקלע קל נגב,,,לא
121500361,ציר תריס מחסנית למקלע קל נגב,,,לא
121500370,ציר תפס מתאם מחסנית מ-16 לנגב,,,לא
121500400,ידית דריכה מכלל נגב,,,לא
121500418,קפיץ טובלן למקלע נגב משופר,,,לא
121500426,לוחית נעילת דרוך מקלע נגב,,,לא
121500450,דרוך תת מכלל מקלע נגב,,,לא
121500469,כפתור דריכה מקלע נגב,,,לא
121500477,טבעת מפלט למקלע נגב,,,לא
121500485,טובלן מיקום ידית דריכה נגב,,,לא
121500507,מנוף הזנה מיכלל למקלע קל נגב,,,לא
121500531,ציר שן הזנה למקלע קל נגב,,,לא
121500558,ציר מנוף הזנה למקלע קל נגב,,,לא
121500604,נתיב סרט מכלל למקלע קל נגב,,,לא
121500817,ציר תריסי הזנה/ הפלטה נגב,,,לא
121500876,קפיץ מכסה גוף למקלע קל נגב,,,לא
121500892,פין ציר מכסה גוף למקלע קל נגב,,,לא
121501147,ציר חיבור דורגל מקלע קל נגב,,,לא
121501198,פחית גוף קידמית למיקלע קל נגב,,,לא
121501228,בורג לחי בית אחיזה מקלע נגב,,,לא
121501309,שמורת הדק למקלע קל נגב,,,לא
121501503,דורגל מכלל למקלע קל נגב,,,לא
121502038,וסת מקלע נגב קל נגב,,,לא
121502046,קפיץ וסת מקלע קל נגב,,,לא
121502054,ידית וסת מקלע קל נגב,,,לא
121502070,בסיס כוונת קדמית מקלע קל נגב,,,לא
121502089,להב מכלל למקלע קל נגב,,,לא
121502119,טובלן להב כוונת נגב / תבור,,,לא
121502127,קפיץ טובלן להב נגב/ תבור,,,לא
121502135,"דיסקית בלוויל, ID=8.2, OD=20",,,לא
121502208,ידית נשיאה מקלע קל נגב,,,לא
121502232,ציר ידית נשיאה למיקלע קל נגב,,,לא
121502240,קפיץ ידית נשיאה למיקלע קל נגב,,,לא
121502259,קפיץ צידוד מקלע נגב,,,לא
121502267,טובלן צידוד למיקלע קל נגב,,,לא
121502275,בורג צידוד מקלע קל נגב,,,לא
121502283,טבעת צידוד מקלע קל נגב,,,לא
121502291,פין טבעת צידוד מקלע קל נגב,,,לא
121502321,בוכנה מקלע קל נגב,,,לא
121502330,פין בוכנה מקלע קל נגב,,,לא
121502348,נוקר מקלע קל נגב,,,לא
121502356,פין ספירלי קפיצי לנוקר נגב,,,לא
121502364,קפיץ בריח מקלע קל ונגב,,,לא
121502380,תפס בריח מקלע קל ונגב,,,לא
121502399,פין ספירלי קפיצי D1 . 5X12 HD,,,לא
121502429,שן חולצת מקלע קל נגב,,,לא
121502437,ציר שן חולצת למיקלע קל ונגב,,,לא
121502445,קפיץ שן חולצת מקלע קל נגב,,,לא
121502534,מוט קפיץ מחזיר מקלע קל נגב,,,לא
121502550,פין קפיץ מחזיר מקלע קל נגב,,,לא
121502607,בית אחיזה + מנגנון מכלל לנגב,,,לא
121503026,סט חומרי חיבור למתפס משופר נגב,,,לא
121503034,תפס הקת למקלע קל נגב,,,לא
121503042,עקב גומי תת מכלל למקלע קל נגב,,,לא
121503050,בורג עקב קת למקלע קל נגב,,,לא
121503069,פין תפס הקת למקלע קל נגב,,,לא
121503077,מפלט לנגב מספר 2,,,לא
121505002,זרוע הבטחת קנה נגב משופר,,,לא
121508036,פין הבטחת קנה נגב משופר,,,לא
121508044,פין הבטחת תפס קנה נגב משופר,,,לא
121508117,עצר דרוך לנגב משופר,,,לא
121508125,תפס קנה למיקלע נגב משופר,,,לא
121508176,סט מתפסים נגב / נגב סער משופר,,,לא
121508338,"פין בוכנה ל-""נגב"" משופר",,,לא
121508400,קפיץ מחזיר מכלל מחוזק לנגב משופר,,,לא
121508435,מכסה דרוך לנגב משופר,,,לא
121508516,קפיץ מחזיר מחוזק לנגב משופר,,,לא
121508591,סט לחיים בית אחיזה מכלל - נגב,,,לא
121508648,קת פלסטיק כולל עקב לנגב,,,לא
121508710,מכסה גוף משופר תת מכלל נגב,,,לא
121508885,ציר מיכסה גוף משופר נגב,,,לא
121508966,בית מחסנית למקלע נגב דגם ג',,,לא
121509202,ידית ווסת משופרת לנגב מכלל,,,לא
123,בדיקה,,,לא
1234,קורונה,,,כן
123400208,מעטפת ידית נשיאה מקלע מאג,,,לא
123400216,אום ידית למקלע מאג/נגב,,,לא
123400259,קסוות ווסת גזים למאג חיר,,,לא
123400364,ידית נשיאה תת מכלל מאג חיר/חשן,,,לא
123400569,פין כנה יצוב דורגל מאג חי''ר/חש''ן,,,לא
123400658,שן דריכה א למאג חיר\חש''ן,,,לא
123401092,פין בית אחיזה מאג אמריקאי,,,לא
123401140,ציר מכסה גוף מאג אמרקאי,,,לא
123401158,מחלץ למקלע מאג חיר/חש''ן,,,לא
123401166,טובלן מחלץ למיקלע מאג,,,לא
123401271,ציר פנימי חוליות חיבור,,,לא
123401310,"נוקר למקלע מאג חי""ר/חש""ן",,,לא
123401328,פוין חולית חיבורלמקלע חיר\חשן,,,לא
123401450,"קפיץ מחזיר מכלל מאג חי""ר/חש""ן",,,לא
123401603,נתיב סרט מאג,,,לא
